"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Algeria","DZA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2480.95137108842","2090.75441606115","1638.22136397989","2146.24220504443","2214.16194717546","2289.91039458164","2120.45454437441","2255.7930293535","2428.25922963296","2558.49007043648","2707.59177528251","2335.03172064468","2894.85636977682","2924.16398395822","3057.83956511514","3123.40374032403","3290.62714933578","3365.7429666925","3570.42772625973","3725.15297574636","3642.51308562504","3637.73827583161","3751.59579281012","3832.57405102678","3924.14700550884","3948.17046245396","3848.85078713185","3713.89635753525","3576.0994802989","3634.89686757701","3571.13812753881","3442.53666453569","3423.09553749392","3277.57995575272","3181.51037374949","3239.93595973574","3314.15795584321","3296.92655497958","3413.45152253384","3473.14311730617","3556.48141008253","3615.50689280206","3769.60263839623","3989.78167456728","4106.86196764501","4289.13588287407","4298.34976728519","4376.07465138994","4408.37757190905","4402.44091782107","4479.34171958005","4523.24843737859","4586.65518491252","4621.59058905917","4700.640562933","4775.87329508677","4828.62605944022","4792.38724221245","4753.51098744717","4699.76340456603","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","289.869700054771","257.633849470573","253.973663315838","261.907782715591","280.77123081016","300.901658874963","314.792801457159","303.904642148931","303.935197427898","327.431976262847","359.041799381701","373.104217695032","382.510609513667","404.706236631576","412.993233021004","431.193728691993","438.216847584877","464.666256411871","498.380820240673","525.575873108461","557.07974940399","580.15506191712","604.867403364809","638.146272779897","687.141260852281","724.590423427091","761.834910089052","814.208930367469","876.319405089113","913.046067723123","947.124258399016","1006.61852769636","1099.29574237298","1202.83364171328","1313.48841060031","1423.19741404835","1531.54308817417","1619.82521514682","1629.58138204913","1710.89460360261","1821.13536609128","1925.25359404515","2058.32855669718","2219.27221124921","2397.63180171103","2609.37133003327","2867.9499483285","3192.70949378993","3436.76171910587","3675.05021743722","4005.57170065979","4313.78543639315","4604.67523351647","4900.50806026985","5199.50572972889","5503.76662845184","5817.75414808079","6158.70440131282","6513.502145414","6845.37872463168","",
"Early-demographic dividend","EAR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1142.97442740467","1165.24295798752","1186.36349520841","1220.10577590412","1289.65577569399","1326.61977641532","1347.1707675167","1386.27129232902","1449.25431123574","1502.91900383991","1591.73966464366","1645.53472971675","1717.58567244112","1802.84389475194","1872.55447264387","1868.64398898635","1960.67722426914","1986.18903696307","1958.28271541336","1976.45603997363","1963.66661341426","1986.29206532324","1938.45434930774","1892.1862467529","1882.45935975021","1853.73863211792","1863.80570663317","1873.33786964721","1897.73116015972","1889.31127559794","1953.84872064015","2005.86171053639","2044.82677465648","2068.72911963093","2087.0883427489","2105.41303364912","2178.29467666363","2237.73082556847","2239.07989576581","2232.74369450213","2291.31569748077","2275.03280871013","2271.83015137467","2342.15875810084","2459.18418098144","2567.14056069431","2681.4689682734","2794.12397188109","2846.11529784771","2820.38936028986","2948.8720397855","3050.10001832791","3133.8064409842","3222.49943837284","3304.9780133113","3410.53885764091","3526.8480237537","3644.33840480088","3723.53412777374","3756.15290834127","",
"East Asia & Pacific","EAS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1283.38179027026","1354.29430620888","1419.36867051961","1494.21574071878","1614.99993885806","1681.55503570043","1785.6828341925","1891.90232806309","2038.9931810807","2216.3827851915","2227.67440288576","2282.6025557159","2395.09508605653","2523.65881860648","2484.50707540299","2520.92170446301","2583.60362386283","2672.16211283532","2779.6624253999","2897.01632012194","2957.25297056451","3046.21780847409","3114.96826241812","3190.89446498738","3324.56579851862","3454.87858945282","3555.88456769648","3704.14856920622","3915.55906398321","4051.89486051794","4195.3250482552","4320.86900730244","4410.67458478998","4493.65531043069","4630.30725838761","4809.43606317269","4996.5705665632","5112.54032527144","5053.80943925181","5154.72256963381","5357.07398665643","5452.56321555702","5603.18397318875","5796.83526635525","6051.44862651498","6311.21826060347","6612.64015085946","6992.19890910189","7188.41175781875","7238.38978566584","7698.06761594724","7999.37046344099","8318.27507614266","8656.04938813011","8957.34557563807","9270.38958492329","9584.16277741865","9972.37689343434","10326.4340696361","10652.4942224188","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6554.8050156035","6420.83808762165","6073.98062004334","5406.5448135508","5071.04115373152","4492.69097187086","4409.87690399372","4398.35164104461","4521.46778524364","4444.31431762966","4546.52426835825","4927.60966135941","5051.70603153742","5326.20786483893","5691.041050487","6156.1659226981","6598.98211052001","7121.83238149865","7649.54863560235","7932.72611897617","7422.83425210314","7794.23315396258","8235.07377825434","8508.70631699787","8793.73038347928","8922.00760680349","8937.19606852978","9016.87710946363","9318.29154187218","9543.57983456468","9658.80091705956","",
"Europe & Central Asia","ECS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","11562.9318488533","11904.4935475212","12363.5288356078","12987.6579635747","13185.9779681927","12991.2995584922","13483.1808809945","13773.3667025097","14105.0288257523","14527.3660156397","14653.0655968757","14631.109329878","14681.6208438415","14878.4772467964","15185.2876849585","15512.2818352603","15845.6304803352","16230.0761188141","16807.1145771787","17302.5463676577","17617.8884007249","17610.2889910126","17429.1688638896","17219.5939626519","17359.9669414609","17700.950368098","17984.5079083303","18481.6540949081","18936.7268652382","19466.3672109576","20277.4754541413","20716.0944198661","21028.2910130077","21358.6254448916","21987.0766600689","22528.0156345475","23350.2969766568","24122.1083348749","24269.3925457852","23098.8042943343","23614.2280637492","24121.3012776149","24098.8456645337","24200.870325548","24522.0817917866","24903.5367527896","25266.0363621735","25874.075062796","26336.0500023304","26645.1780533879","",
"Ecuador","ECU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2238.00944239002","2287.00553626265","2332.13521892776","2313.9994977498","2414.71884283993","2422.41103635473","2344.68385452423","2382.18238807987","2357.5170247449","2396.47753949908","2487.73327830352","2568.91863956243","2621.46548717609","2903.4246535403","3139.42257005476","3388.72065830346","3541.43966640012","3502.78915956716","3605.69079026683","3643.40091386312","3681.51347180421","3789.27625744308","3716.57546148438","3611.63354893433","3614.7174119744","3664.69263354789","3699.30113698039","3600.64025551053","3721.58672221024","3670.12314624159","3716.26570153701","3786.35182184573","3778.49606915307","3766.81587127025","3840.83194044167","3842.59647510637","3826.3126222704","3908.98280326288","3954.9354359183","3693.71326543515","3663.66378422193","3741.87019104291","3827.36022054702","3865.0528772486","4112.67444307076","4258.42161199778","4372.09186915063","4393.72410498858","4596.14518230386","4547.50930098406","4633.59035839904","4921.84840912018","5122.18009020886","5295.68269596129","5412.13164601881","5330.53915447542","5176.05880316012","5205.76302016858","5180.59899766355","5097.06864233147","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","578.599582573853","592.156596327185","598.783151192473","644.363695405","699.76692088917","715.140827784851","731.880510290987","718.927033789946","689.62016967295","708.33663973648","730.423037173233","742.881266704316","748.812977311922","758.395511290485","753.641028846105","803.098784267928","889.588251837976","947.873901202295","1006.0611723602","1027.13554998829","1102.78862502873","1154.73728427572","1237.3910810105","1267.33971836264","1354.88749547344","1395.81618182615","1423.22010598308","1438.27900268216","1476.84609289623","1510.22398582456","1557.55027054559","1539.693998646","1574.50116677458","1587.33151535018","1617.57383317859","1659.04512746637","1707.09573922648","1765.03831576564","1826.62958053991","1899.46336613417","1981.83070000193","2013.2525883361","2022.95229262364","2049.11315075363","2094.25813230137","2148.7553405531","2255.49246036217","2373.41635326128","2498.42799230897","2566.88674116732","2645.96904651925","2636.33937845761","2635.99771844947","2633.20468311551","2649.44769126417","2704.91976565548","2762.58897989658","2818.54737057288","2908.58392993864","3010.15292002424","",
"Euro area","EMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10732.9852779423","11335.0968632081","11951.3005980542","12559.8149444894","13136.0163516028","13672.7710790977","14276.8516837862","14932.8578807384","15669.5242628869","16660.6977686348","17531.1507062848","18097.1232415895","18859.5305614573","19897.445850731","20420.8590273838","20162.9070290207","21082.2141814807","21645.575971193","22232.9462510019","22993.0451931106","23387.6091885445","23418.1587773856","23521.5559392415","23798.7164859424","24321.6101395612","24836.3673170974","25395.9401617827","25970.1010637695","27000.041440838","27987.9624370359","28858.366583266","29478.6651748175","29750.8630059587","29435.0936155377","30071.5864672227","30722.9550091608","31164.3067074738","31933.0013082619","32835.7341209809","33725.2132761832","34914.7897639351","35548.2321939656","35713.4913803736","35770.4080828055","36392.4341839924","36815.9712832909","37827.3064437941","38758.9470886098","38732.2805843461","36869.6315662535","37568.8891536299","38285.8597275401","37861.2437018682","37638.8007366313","38032.4875107152","38692.665304479","39314.1751264738","40247.0828331855","40922.9500003513","41350.8754331318","",
"Eritrea","ERI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.250047976885","448.797490596933","548.9914362629","568.323537155413","623.136893221521","672.812442940035","681.246372590342","671.906257954195","635.17796019147","666.848296584065","657.450440960626","610.485624930114","592.28852465549","584.570025035596","560.74366760336","553.877207201598","488.883713294106","498.534349079834","501.355633266246","537.491368290308","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","7375.70290375568","8172.6097545664","8903.76985815893","9673.01043080882","10085.7815250629","10600.7244286097","11253.0330866557","11597.8402663403","12202.3396830976","13158.8912250309","13571.9176366972","14032.810050846","15009.8013759743","16001.0525289332","16716.4705265393","16626.3525940646","16995.0872723594","17298.5612593377","17383.4502113235","17238.0327394033","17477.868175837","17331.0737440292","17442.0635166393","17664.5395713842","17905.2890903983","18254.6802040303","18792.3315651944","19783.394548086","20747.1806303481","21714.5833304078","22512.7609867992","23027.2506833704","23127.6760286182","22770.7331030392","23202.672725106","23737.4843582365","24267.7361815093","25061.0125819586","26053.9053737859","27113.7325084429","28408.8067685172","29321.8888343637","29700.1558750311","30037.6248621551","30445.7488586839","31028.9967719752","31760.6025390822","32301.9690040863","32072.7645931733","30593.609837519","30502.7197080776","30146.9992402473","29235.8286869685","28910.7558426965","29398.6103065297","30549.7918140542","31449.284169363","32308.5920135469","32949.0781809939","33392.5273598896","",
"Estonia","EST","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6742.52609532304","6775.1394321328","7209.40261180145","7677.69932762786","8778.96466996035","9247.52290860921","9183.13279855853","10062.4371592973","10732.2738538676","11535.1624051151","12486.1126340122","13411.03955095","14768.0567519322","16299.1547797421","17613.7532418487","16762.2845305992","14370.5137011857","14790.8209234701","15940.1583851869","16497.2091258286","16778.9006343046","17325.5186117283","17633.5917413671","18190.4219836577","19167.5211384405","19932.8607464487","20856.0184631849","",
"Ethiopia","ETH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","228.642809542016","224.433407527427","235.608011906384","221.737662503603","190.833427579237","202.72070217538","223.552816149266","217.51045149389","209.628901420114","208.079381572326","186.52026948541","164.336602268298","179.404208919047","178.801689835481","183.54790306594","199.922992257154","200.026554690016","187.516734052349","191.571880199971","197.432305149369","207.752705244742","204.938205916459","194.873070098516","215.154562212426","233.944190480863","252.212288224834","273.492119814399","294.805427784673","312.033849443538","341.554114905179","369.202407829027","389.938966721631","419.183860251535","449.420377149128","482.639066335501","514.057306751986","548.41948050565","570.651825161013","602.634069309359","",
"European Union","EUU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","14962.1855767053","15427.2814714873","16058.0386371825","16917.4516164377","17334.6366183554","17120.2066502855","17862.0932499876","18286.904100402","18760.0106910472","19395.9353131834","19709.0632983188","19726.9529618774","19822.8651656798","20055.7955849553","20506.5827738711","20938.2533545769","21420.1576776394","21896.8681656314","22735.8500700846","23547.9819887517","24260.2805328779","24625.6378282405","24835.197804862","24614.7182272411","25204.6763743072","25829.6186668348","26275.7958819867","26935.3304990622","27711.3599511769","28484.3068202457","29560.7365512432","30166.6104368162","30435.8365120871","30610.076112519","31286.8678382406","31779.0904265003","32782.9604046382","33703.035018219","33811.7951736017","32272.7707198565","32939.9954041609","33603.2174945282","33301.5448902877","33202.3716868738","33640.4474469631","34339.512680225","34967.4136694753","35890.8651942884","36598.0928421287","37100.293930036","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1514.64545275777","1496.37626683573","1573.57823377921","1613.91944824391","1679.94739388472","1711.2072601994","1670.37259551268","1583.59242046795","1615.19471103917","1682.6114399722","1822.41136316405","1881.12794686532","1871.18632492552","1928.32369507857","1994.21128203539","1955.64802384643","2043.62172568987","2091.36949169042","2046.02140097343","2068.30044247459","2046.31949762945","1937.91426632837","1859.6803268601","1724.6532730808","1694.65699942085","1693.75751003498","1719.99617521942","1741.00100954057","1773.10794283139","1661.3983601061","1776.31793765772","1683.94686208291","1728.30509819969","1704.28977835997","1649.65425864624","1652.09855687796","1662.13191389144","1719.60782492727","1761.89240849733","1728.92006356864","1742.79982288364","1764.80736699791","1721.60911116142","1635.68545676368","1818.48508478596","1909.81256866286","2003.4705264501","2086.6737277163","2153.86797278845","2164.4306051383","2207.77211053519","2165.18600787996","2280.96278078616","2313.14624802197","2286.71779661861","2276.76849373971","2290.0377707257","2280.18141989198","2280.44797980996","2278.59114410096","",
"Finland","FIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12184.9242523916","13019.3436225646","13316.7117539614","13657.282976914","14293.0093994806","15000.85484294","15299.3488993434","15546.7437873045","15833.5821751846","17362.6160289855","18267.4580230855","18674.4249484022","19999.5908110359","21275.160475177","21849.048946449","22144.8905957209","22154.269216824","22145.2954865183","22726.5266108899","24282.9515947963","25512.0853240333","25737.7833489299","26389.4650619974","27050.2159372348","27777.1958731587","28643.2681981819","29337.1312664379","30299.822319956","31788.0707217424","33284.7940177612","33359.6548324458","31224.9873866083","30027.0304249039","29684.275456867","30727.94052629","31901.7098401561","32963.2932580705","34947.0416370856","36756.4566875083","38277.2825536973","40403.202004856","41363.446672988","41967.7371046569","42706.7212066023","44282.8502481075","45358.3430614717","47004.3707278108","49285.1700490303","49440.8551869753","45231.9411006012","46459.9732548543","47423.2726280536","46538.5482393103","45906.9197974313","45550.6323444393","45647.6685921765","46796.3373472768","48213.3827348358","48880.18533577","49397.2348587123","",
"Fiji","FJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1773.77738733879","1774.09541299128","1775.23062078109","1824.80895613993","1853.28318214132","1751.05863070234","1705.34918004404","1887.18437813365","1991.84552346741","2000.4057831301","2207.48643901678","2310.41450070212","2432.07746210022","2659.18640684916","2673.93975018823","2635.85379552176","2657.59547752161","2763.98189393904","2764.26154897389","3041.29017019274","2927.88883838537","3038.07857533452","2782.67685161522","2605.35720851092","2763.60881294912","2594.289672703","2768.64531223105","2574.23674892744","2594.71682494444","2781.32637020846","2926.57253822332","2821.11619043371","2956.74562527877","2977.75102732399","3086.09815758662","3123.20740614215","3235.72850900733","3131.2099301146","3142.49796380533","3392.9763183624","3315.95449234948","3370.14365297708","3472.30574158412","3503.5091817889","3681.14790773598","3690.02376489353","3729.9343473111","3661.40875555163","3659.09210381641","3573.39255030913","3652.52743714193","3735.55831531407","3781.18454181842","3957.72816897219","4175.40926200971","4352.46625651536","4439.59443080573","4650.30173043457","4794.68402607933","4738.6292897774","",
"France","FRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12743.9250993468","13203.3208543349","13911.255047305","14572.2769513481","15337.0768142689","15893.0497431221","16557.4811225193","17219.8662538234","17852.7245458928","18978.6879635936","19984.5896026457","20880.8933433465","21648.5522533042","22842.6736295573","23654.1845617624","23279.8060282203","24164.7253822984","24888.1763257678","25772.3034572919","26577.7479361634","26877.723384676","27033.3343732428","27567.0791430443","27757.2898477546","28020.4618852161","28315.8305178038","28814.1742483939","29383.9601251159","30604.4040327925","31761.2475272255","32524.0587452731","32683.3477027105","33041.3621047966","32691.684322489","33338.3390544766","33917.9262041586","34275.6053956307","34952.5216196247","36073.6365789298","37116.410787885","38309.4427389727","38786.0858067658","38942.2812174929","38985.5358535883","39794.635505659","40152.6928604816","40850.355529943","41582.7997049377","41456.4834200511","40058.6797604341","40638.33400426","41329.0353613461","41258.2747305664","41282.9908003749","41480.7696075124","41793.5447118859","42140.0368796576","43015.2106423116","43720.0263429305","44317.3923051173","",
"Faroe Islands","FRO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48530.2338492813","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2321.3693018636","2295.07105498047","2302.2437669619","2330.91629894729","2361.76742452218","2473.76077332909","2506.44815004378","2644.60198027267","2577.99563137388","2720.36898961491","2614.53946913283","2452.47398062619","2528.7225952912","2573.63415693441","2707.56199905807","2772.16191699353","2791.04965138618","2838.34913928664","2758.04443825915","2827.51311591979","2845.54486368506","2818.08747521974","2774.14558159908","2819.93892594743","2885.44567636113","2961.9370189298","2877.27228753759","2734.24317264804","2633.40918218932","2718.46155139885","2710.08162733479","2751.7123957501","2728.62446818169","","",
"Gabon","GAB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","4366.39151871198","4962.9106010292","5275.36970847988","5528.71984927273","5699.96476832071","6076.94724701182","6236.87269824661","6365.23153168702","6389.90685993339","6764.35875862703","7205.9068857717","7795.6739329175","8522.09701773772","9220.78466514616","12622.2549832518","14747.2317570348","19581.6711632075","16741.9168686779","12424.9191616693","12189.5332487965","12198.8460124071","12504.2005306758","11811.8051955236","12153.9598360919","12724.8935697847","12097.5639996584","11676.4983153271","9410.74466753257","10328.8010628722","10905.0574484156","11159.8481405162","11522.8810436434","10868.3511875903","10998.8874515961","11110.7861811402","11365.7351334499","11481.3458193997","11838.2832408118","11949.282468711","10618.7926941283","10170.2564480707","10142.6509232799","9879.34623048923","9859.2477036437","9679.07175731824","9675.42653304828","9143.47097135842","9413.58283593182","8826.626396463","8554.28310976306","8849.35529971507","9136.61456881311","9258.88197266208","9418.21973701202","9476.59973805069","9521.288558578","9429.04631840384","9212.31972704417","9051.28130144379","9177.51660272077","",
"United Kingdom","GBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13934.029834142","14198.6735653091","14233.9599474787","14816.4803087237","15535.0269943816","15766.1957278907","15926.1698546237","16282.0261638161","17084.5797451247","17341.0488404502","17923.4050896836","18474.2476780529","19207.4085657324","20420.979691334","19901.0866186971","19609.2699600948","20184.9175793992","20687.8122505586","21556.426318439","22344.521890586","21864.4750296771","21684.6866736645","22125.2014525645","23051.4334919933","23537.214814544","24457.830429596","25169.9715846134","26470.9752561009","27926.3178783172","28571.6751709903","28695.4137122125","28291.2428941304","28328.0025637609","28963.7992529549","30001.273121416","30679.5369904184","31363.9651436875","32489.2077950334","33575.4083100228","34610.8610631759","35672.9119829616","36592.8090764118","37285.177887811","38331.6057009395","39018.951052996","39984.1674413783","40798.0653066111","41465.5454972921","41024.8110752438","38986.1445197234","39435.8399018505","39731.4892976711","40039.7002492073","40623.3596882599","41376.7542572987","42017.1410820629","42499.7764379187","43010.7063455549","43324.0497776422","43711.708459262","",
"Georgia","GEO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1872.96727893547","1991.20748881176","2095.00733472239","2168.60797996526","2251.06597070523","2498.12235924596","2533.34696309726","2579.00965300044","2722.12087206834","2936.28512179233","3129.82681814341","3296.81111483395","3500.23734863243","3738.38504815543","3984.47082102235","4131.83635304446","4313.94415015345","4363.19090092339","4511.07051733539","4715.44620850608","4905.27474486283","4464.42568711023","4484.48544375509","4686.98597757062","4338.33763003436","3697.77525375044","2897.09245458014","1583.98220912043","1111.30148359774","1011.17329889534","1077.19044769812","1242.11042537745","1417.51410823633","1498.13903743442","1573.15964829381","1633.53908984437","1738.80289565131","1850.51164541222","2069.08139285388","2202.57179199148","2429.17247233762","2673.14827416342","3025.14181631106","3107.73371370316","3020.99872251","3233.29594347421","3500.52748852583","3751.00347121289","3898.55468450868","4069.42449513792","4185.81387084247","4304.89617565185","4512.76109468254","4734.37739334704","4978.49949788261","",
"Ghana","GHA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1056.72633659549","1058.96403088034","1067.6087741526","1079.81211160613","1070.76078135034","1055.26674984069","984.639137745384","991.036036610013","972.104567710935","1006.51325119692","1077.13932264353","1103.29645902762","1045.96454144204","1046.21921135046","1088.60834672668","930.667226809453","879.043711950114","882.058540122135","939.220423163418","897.376838919664","881.15720094922","828.398119980569","749.349008125832","693.949053654209","731.34517042474","745.858997226393","761.916074612347","775.637324241305","796.086771537752","812.889962307765","816.077626282481","834.656338067651","842.33399289087","858.324184601348","862.294787629318","873.885726912699","890.631625895472","904.869597211617","924.272163663049","941.59143632617","952.803305104268","966.937574614734","986.022301142313","1012.10489177674","1042.55477657187","1076.61812539208","1116.63003289199","1135.49112995427","1207.83445550869","1234.54027272067","1299.34494946039","1446.37163070702","1543.76398423026","1618.59784984947","1627.76028143369","1625.90582584245","1644.59800912297","1739.46749204249","1808.32722017919","1884.28485989233","",
"Gibraltar","GIB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","513.194145547086","514.420164904918","530.310210106","534.997972910958","541.89380718238","540.513646350192","543.141787402038","555.555602850032","562.606777438365","573.268662708659","583.26757571711","597.613182695384","603.733874852627","611.655842241012","612.815814213758","621.925579466547","641.172537091599","636.79116434294","639.087177546118","644.95855038555","638.599337542001","667.09529537599","678.95242098947","656.159015644207","672.424402562443","694.603115398212","719.709185240788","731.493337698138","741.049717311276","750.403076362942","809.957816531762","869.018973228085","897.116199584169","920.878243870497","",
"Gambia, The","GMB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","697.205665970553","678.982478186231","723.691303300924","720.575512270133","743.20686624734","721.426022961771","702.154283875304","744.420678349176","764.355151928546","832.471387503925","865.108921014072","865.460101071589","889.618322735272","849.007777780681","873.247577747545","874.357281262201","841.398041423096","903.541158277911","902.618356224212","859.639278046236","854.814654016874","833.770315551309","828.789768660409","837.212062509135","830.753624244352","824.569583918707","823.556266675024","821.663306994878","797.849748259111","780.378310487778","773.39190988756","786.666164070671","789.474110000342","814.343965456665","832.681536905817","853.531591317315","799.807140347672","827.834232340336","858.600296928359","812.76633858754","784.023225291556","784.036919305198","808.705243613652","837.334898259103","860.637873688125","767.155353643339","783.266692810892","781.681804777938","747.708731949503","754.992433680038","747.002735090329","760.124705650582","791.450044695264","815.215545192783","",
"Guinea-Bissau","GNB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","492.748153587273","464.628455949862","484.694514075945","481.109008967981","495.408047762812","528.476009001674","551.410531860321","511.001140738532","577.772162989288","587.328259602","489.244229978837","569.294279251029","581.054871113241","547.920681069995","583.035712638922","592.783260016666","574.663039555758","578.220953493383","591.666070318068","614.103926316944","637.21965814175","654.772236294084","647.164558555387","646.143873408632","652.485987741205","667.114194699627","729.768736267006","762.327504625634","537.733681383879","532.744555331813","550.356087905377","550.5760137397","533.267584756618","524.241877168948","526.337344707682","535.963310582685","535.344021848271","539.511292818239","543.175333138573","547.480670278705","558.176134508158","587.713171897779","562.534899997808","565.599206378895","556.147073076285","575.052149926692","595.558793943771","615.038850552038","622.686699691974","635.525710129137","",
"Equatorial Guinea","GNQ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","660.125156234206","660.061371908983","626.585592340647","607.613525863066","570.541423866183","606.547015770499","565.272652947479","568.836528926517","566.228479464055","543.232637740151","517.678884059585","496.211112927861","647.075151811552","694.597399043992","782.535450621718","886.669683135396","1422.36927271885","3418.9599693646","4064.85935284596","4903.67964787872","5563.38605175628","8722.73294858159","9997.55087819525","10923.5286350039","14437.5681394498","16122.87357678","16591.2522076373","18261.0360664846","20532.9522638923","19868.0707623372","17288.8595992193","17610.3066333418","18254.0964461755","16764.428711951","16146.0724286193","14093.8124933866","12358.304036212","11225.3725336737","10134.6283006732","9237.7161862392","",
"Greece","GRC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","6259.79312797036","7030.36082846135","7014.09522193886","7815.86328308069","8520.35877062279","9393.78598276223","9930.32831920313","10408.2150283586","11085.6427515997","12322.4384752935","13392.308072373","14379.900750027","15738.2824860886","16934.8023714056","15786.269485428","16634.474736178","17500.3128614377","17782.120794388","18825.0905762826","19202.055031361","19143.1240230248","18677.4750619819","18352.4398635914","18049.18364577","18320.5841407848","18707.5689354061","18742.3160408858","18257.8040298785","18971.6434689661","19590.0677071209","19383.9345698981","19746.3820987151","19733.290374479","19303.6669282011","19591.3994295424","19909.529532127","20389.3180474198","21198.7906413931","21902.7387834769","22489.3158923419","23275.4442214831","24111.4174453959","24965.5940233483","26349.2772605123","27614.4059062542","27698.5106057173","29176.3928288023","30054.889337735","29874.7434268698","28514.8100044636","26917.7589549077","24495.7111078528","22830.5267226682","22251.257305343","22565.6804352806","22615.3945607527","22666.2861968984","23052.9862132037","23546.6394661725","24024.2340007051","",
"Grenada","GRD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2944.47474012589","3140.9488710266","3335.66332663549","3301.72602197799","3294.10705109723","3337.32959530559","3354.21197285327","3387.19667420458","3536.97936147457","3782.1680232373","4157.57779642914","4338.34086371355","4557.34809557295","4769.39689123885","4829.01238132332","4753.17066617138","4609.54085406109","4634.66803425752","4689.18509857326","4862.73043799469","5078.16287907923","5649.77067982845","6015.27929001296","6284.69996784302","6132.69475613606","6319.92924986007","6893.36806378174","6826.29001746957","7709.36219678155","7382.16261402016","7815.06520462279","7869.21693735805","7325.6710994073","7257.75662232319","7274.72313572427","7147.1891873791","7266.28734042283","7747.50073076196","8194.2381676678","8449.30776858458","8775.89864433273","9091.76153084554","9220.3861385417","",
