sitc3d	color	prodname	x	y	pci	eigvec_3rd
714	#9edae5	714 - Engines and motors, non-electric (other than those of groups 712, 713 and 718); parts, n.e.s. of the engines and motors of group 714 and item 718.88	212.05736	213.73068	0.015510946210583368	-0.04168447912159137
716	#9edae5	716 - Rotating electric plant and parts thereof, n.e.s.	-260.4415	-7.752327	0.09495148200089182	-0.00868851409509494
718	#9edae5	718 - Other power generating machinery and parts thereof, n.e.s.	248.38548	231.4336	0.026369637709448134	-0.009263747308242733
721	#9edae5	721 - Agricultural machinery (excluding tractors) and parts thereof, n.e.s.	-471.66754	-47.582924	0.06847809201731667	-0.010225475811856939
722	#9edae5	722 - Tractors (other than those falling within headings 744.11 and 783.2), whether or not fitted with power rake-offs, winches or pulleys	-460.93646	-84.87208	0.07957755284417828	-0.06670737934381657
723	#9edae5	723 - Civil engineering and contractors' plant and equipment and parts thereof, n.e.s.	-479.9697	-146.60945	0.05812742771916664	-0.10007177706588201
724	#9edae5	724 - Textile and leather machinery, and parts thereof, n.e.s.	-361.70502	-212.75241	0.09631220647901029	-0.0033845295185652813
725	#9edae5	725 - Paper mill and pulp mill machinery, paper cutting machines and other machinery for the manufacture of paper articles; and parts thereof, n.e.s.	-346.37314	-23.811367	0.09907588546122409	-0.006157994131010843
726	#9edae5	726 - Printing, bookbinding machinery, and parts thereof, n.e.s.	-387.1602	-85.17222	0.10855530637907368	-0.019020111664951597
727	#9edae5	727 - Food-processing machines (excluding domestic) and parts thereof, n.e.s.	-413.65677	-0.046114564	0.07704474030654163	-0.07543118339048659
728	#9edae5	728 - Other machinery, equipment, for specialized industries, and parts thereof, n.e.s.	-382.78217	-17.932058	0.0804215447324956	-0.06948716541541987
736	#9edae5	736 - Machine-tools for working metal or metal carbides, and parts and accessories thereof, n.e.s.	-317.56805	-84.84111	0.10153243378499884	-0.01233365767866671
737	#9edae5	737 - Metalworking machinery (other than machine-tools), and parts thereof, n.e.s.	-499.96274	-73.82465	0.10326553523204442	-0.01449900002146481
741	#9edae5	741 - Heating and cooling equipment and parts thereof, n.e.s.	-290.79443	-28.411495	0.1000202465913846	-0.016659559744127767
742	#9edae5	742 - Pumps (including motor and turbo pumps) for liquids, whether or not fitted with measuring devices; liquid elevators of bucket, chain, screw, band and similar kinds; parts, needs, of such pumps and liquid elevators	-322.52637	-50.600163	0.09921941424429077	-0.017345252063509408
743	#9edae5	743 - Pumps (other than pumps for liquids) and compressors; fans and blowers; centrifuges; filtering and purifying apparatus; and parts thereof, n.e.s.	-286.2411	17.496315	0.09921941424429077	-0.017345252063509408
744	#9edae5	744 - Mechanical handling equipment, and parts thereof, n.e.s.	-359.39612	-60.48484	0.09059400413150454	-0.01572308048617552
745	#9edae5	745 - Other non-electric machinery, tools and mechanical apparatus, and parts thereof, n.e.s.	-356.29327	11.538369	0.08340377706645548	-0.0017402160727247413
749	#9edae5	749 - Non-electric parts and accessories of machinery, n.e.s.	-316.82968	-3.5258324	0.10086373985153639	-0.014281507113856094
751	#9edae5	751 - Office machines	-319.16367	-119.16213	0.0998796603865464	-0.017620930645041232
752	#9edae5	752 - Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, n.e.s.	-382.69766	-122.533554	0.10870077397538257	-0.020522977618790284
759	#9edae5	759 - Parts, n.e.s. of and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of a kind falling within heading 751 or 752	-452.66666	-121.594086	0.111542041880738	-0.023145772141031265
761	#9edae5	761 - Television receivers (including receivers incorporatlng radio-broadcast receivers or sound recorders or reproducers)	-242.14742	-294.79547	0.09039915233809892	-0.00836790719549876
762	#9edae5	762 - Radio-broadcast receivers (including receivers incorporating sound recorders or reproducers)	-222.43658	-248.34908	0.07761554215066631	-0.009458774457354017
763	#9edae5	763 - Gramophones (phonographs), dictating machines and other sound recorders and reproducers (including record players and tape decks, with or without sound-heads); television image and sound recorders and reproducers, magnetic)	-258.95462	-252.2603	0.07203997076186254	0.009606374856531404
764	#9edae5	764 - Telecommunications equipment, n.e.s.; and parts, n.e.s. of and accessories for the apparatus and equipment falling within division 76	-328.51193	36.902412	0.08270509312512156	-0.0188799457759742
771	#9edae5	771 - Electric power machinery (other than the rotating electric plant of heading 716), and parts thereof, n.e.s.	-224.3609	-14.890255	0.09537263072462872	-0.0062841252849453275
772	#9edae5	772 - Electrical apparatus for making and breaking electrical circuits, for the protection of electrical circuits, or for making connections to or in electrical circuits (e.g., switches, relays, fuses, lightning arresters, surge suppressors, plugs, lampholders and junction boxes); resistors, fixed or variable (including potentiometers), other, than heating resistors; printed circuits; switchboards (other than telephone switchboards), and control panels, n.e.s.; parts, n.e.s. of the foregoing apparatus	-286.92148	-63.433292	0.09238041140365491	-0.00993426629067077
773	#9edae5	773 - Equipment for distribution of electricity	-160.81456	-51.344776	0.0652558085399421	0.004434135435074782
774	#9edae5	774 - Electric apparatus for medical purposes and radiological apparatus	-326.39005	-213.86609	0.09054055824884055	-0.0046722966497792645
775	#9edae5	775 - Household type, electrical and non-electrical equipment, n.e.s.	-315.4411	-159.30554	0.07702699503620732	-0.0004995270767312816
776	#9edae5	776 - Thermionic, cold cathode and photo-cathode valves and tubes (including vapour or gas filled valves and tubes, cathode-ray tubes, television camera tubes and merctury arc rectifying valves and tubes); photocells; mounted piezo-electric crystals; diodes, translators and similar semi-conductor devices; electronic microcircuits; and parts thereof, n.e.s.	-459.02487	-214.24667	0.05678801987532695	0.005081667166901383
778	#9edae5	778 - Electrical machinery and apparatus, n.e.s.	-247.65027	-116.758125	0.08935907869067022	-0.010460776050574236
781	#9edae5	781 - Passenger motor cars (other than public-service type vehicles), including vehicles designed for the transport of both passengers and goods	-403.88803	-189.82083	0.10223174170939944	-0.010329775026565997
782	#9edae5	782 - Motor vehicles for the transport of goods or materials and special purpose motor vehicles	-223.71576	-67.21884	0.06141900883866213	-0.07123950480712095
783	#9edae5	783 - Road motor vehicles, n.e.s.	-383.321	-161.16165	0.0558273422263857	0.004051540377571017
784	#9edae5	784 - Parts and accessories, n.e.s. of the motor vehicles falling within heading 722, 781, 782 or 783	-477.7023	-181.2307	0.06364411711678493	-0.02122923017911166
785	#9edae5	785 - Motorcycles, motor scooters and other cycles, motorized and non-motorized; invalid carriages	-177.12589	-114.90423	0.08122574475562398	-0.003539901308167253
786	#9edae5	786 - Trailers and other vehicles, not motorized, n.e.s. and specially designed and equipped transport containers	-254.02487	-46.721138	0.06332523713637989	-0.04290135645721611
791	#9edae5	791 - Railway vehicles (including hovertrains) and associated equipment	-284.2993	-107.783966	0.08609728157279171	-0.0034314422759206204
792	#9edae5	792 - Aircraft and associated equipment, and parts thereof, n.e.s.	-20.527512	-471.86227	0.062858975044019	-0.04539677944264966
